StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.41222520793307085144193849967386143138
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.44710901094608524320970457057671652345
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.45591791859984868471599058882170704667
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.54457719897945250334740789101285066612
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.55588902384867409649016754595735338389
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.57841795476782858328501860498206168788
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1.2.826.0.1.3680043.8.498.12803798876611443537134123459680989921,1.2.826.0.1.3680043.8.498.59366884177367680097003168822126495423
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.22328542623200399302393965657996654388
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.23798011351084885368059821769239702369
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.24873139981428551700362451788726601733
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.30523413194117962686718834092233986936
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.30938038602870661102619631433797832596
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.32464908767866201227325034574783441813
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.33560822522600614487740915014272409792
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.38115945520425561765530247462598368101
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.52929689299759733567594543934537512254
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.53124001613628693103046959086230661446
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.54687730797353671061135880964126832936
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.58247581423398792113584584059622648041
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.60073495770808215480388309463518447321
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.61995371833833808206339854590596524706
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.64388842724261487499819786451712689085
1.2.826.0.1.3680043.8.498.95796009319232592137564145023096016872,1.2.826.0.1.3680043.8.498.10442670743617551998965617347586180152,1.2.826.0.1.3680043.8.498.65419318911562009526684068956813242919
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.13255175658598195737187963342862015860
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.13957248025578810590686674925146595387
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.14569794047237777117748596835364861311
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.15517632809534692677071153646913657724
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.15552458799364790414926657087071136605
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.18742731664580845271316310351224836484
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.19760650202800505667358517625571612315
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.21981952281524971063273023950676777379
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.41986556990165071070132156779870420250
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.43022407393402006329229890941058406857
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.48200368935451379401218554414653512654
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.53455475930619439560393843955846620987
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.56033438621198773528181555189779821217
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.61693747128561425317291981976047527119
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.84835340665037623383738168066804981410
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,1.2.826.0.1.3680043.8.498.69609376169950886978717198177093928055,1.2.826.0.1.3680043.8.498.88998961943691323173995189021220667984
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.13147198793822923131764890667043230731
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.13353808530180304221944399906737402002
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.14761896764121804547973390529576968627
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.16743379007872337742215390609449798477
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.18060638464043140670663551299098513295
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.20528444708033077445866142702902995999
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.22172241017678026905173926818684318791
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.24935708666029397173568059785961132856
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.28238100590023161160088849213077024310
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.37597727624938011633519987129473992256
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.38673159186106609519333304835151615069
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.40138158755312132448148533321975010125
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.51243566501271127048239568115168299489
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.54640034642319279442943763870266526480
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.59066366467625663998783188895950893445
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,1.2.826.0.1.3680043.8.498.11402234998850102751676684059555869671,1.2.826.0.1.3680043.8.498.63523359061935303830888628968214674528
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.21928141155979799147536091698719862934
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.24959186500296671677881633581684439094
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.35947138812787407996800249176270349593
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.37142272943134133018798391768111091033
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.44484795146205234310509435206718241990
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.47720309470800605611816437782035432029
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.51826139180360421311854071254300853404
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.60291578307587323071868546231163841896
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.61878253098179346677460618629369399079
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.68697870408308677342423253303586057845
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.78941172420113640387862535323807888395
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.79236637009629217269907034130376935070
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.81818366730489098803039606172565703943
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.86954220951652901361398738966079507940
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.90886716951764182640619441732850138243
1.2.826.0.1.3680043.8.498.12031315219947933845048665397149229969,1.2.826.0.1.3680043.8.498.12200790263213257473780367148211033582,1.2.826.0.1.3680043.8.498.91010533959337822332676930847157040340
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.11019023475555667017362714789831076941
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.11591196554707506622575469135885137937
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.11645273713130182755525024725914504574
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.12105775995173274703100888085007749132
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.12854602066357839561266222477182778572
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.13944006650875738582837695730983569440
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.14695911167688870350326402160445428571
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.36865033035428166303448285142940977619
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.37018504238992176857326468984605521634
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.42713037603840146214476962940289964793
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.45000652558192497424041405835428188529
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.52087700483823301716589789735416354153
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.57054897899864109690155206862834364674
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.75308405474715846419395361669007937419
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,1.2.826.0.1.3680043.8.498.69394533200478601080819713017086347367,1.2.826.0.1.3680043.8.498.77303804295471797007823253915755907230
